product_id,segment,category,sub_category,product_name,row_number
TEC-PH-10004241,Consumer,Technology,Phones,Nokia Lumia 1020,1
FUR-CH-10001215,Consumer,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1
FUR-CH-10001545,Consumer,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,1
FUR-CH-10002073,Consumer,Furniture,Chairs,Hon Olson Stacker Chairs,1
FUR-CH-10003061,Corporate,Furniture,Chairs,"Global Leather Task Chair, Black",1
FUR-CH-10003312,Corporate,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1
FUR-CH-10003846,Consumer,Furniture,Chairs,Hon Valutask Swivel Chairs,1
FUR-CH-10003981,Consumer,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,1
FUR-FU-10000755,Corporate,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,1
FUR-FU-10001475,Consumer,Furniture,Furnishings,"Contract Clock, 14"", Brown",1
FUR-FU-10001487,Corporate,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",1
FUR-FU-10001546,Consumer,Furniture,Furnishings,Dana Swing-Arm Lamps,1
FUR-FU-10001731,Home Office,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,1
FUR-FU-10002191,Home Office,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,1
FUR-FU-10002885,Home Office,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,1
FUR-FU-10002963,Home Office,Furniture,Furnishings,"Master Caster Door Stop, Gray",1
FUR-FU-10003039,Consumer,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",1
FUR-FU-10003096,Home Office,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",1
FUR-FU-10003142,Consumer,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",1
FUR-FU-10003829,Corporate,Furniture,Furnishings,Stackable Trays,1
FUR-FU-10004090,Consumer,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",1
FUR-FU-10004306,Consumer,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,1
FUR-FU-10004748,Consumer,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",1
FUR-FU-10004904,Consumer,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",1
FUR-FU-10004952,Consumer,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",1
FUR-TA-10001705,Corporate,Furniture,Tables,Bush Advantage Collection Round Conference Table,1
FUR-TA-10001768,Consumer,Furniture,Tables,Hon Racetrack Conference Tables,1
OFF-AP-10000026,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1
OFF-AP-10000358,Consumer,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,1
OFF-AP-10001154,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,1
OFF-AP-10001366,Corporate,Office Supplies,Appliances,Staple holder,1
OFF-AP-10001947,Consumer,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1
OFF-AP-10002082,Corporate,Office Supplies,Appliances,Holmes HEPA Air Purifier,1
OFF-AP-10002439,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,1
OFF-AP-10002495,Corporate,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",1
OFF-AP-10003622,Consumer,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",1
OFF-AR-10000823,Corporate,Office Supplies,Art,Newell 307,1
OFF-AR-10000940,Consumer,Office Supplies,Art,Newell 343,1
OFF-AR-10001419,Consumer,Office Supplies,Art,Newell 325,1
OFF-AR-10001662,Corporate,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,1
OFF-AR-10001683,Consumer,Office Supplies,Art,Lumber Crayons,1
OFF-AR-10001958,Consumer,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,1
OFF-AR-10003087,Consumer,Office Supplies,Art,Staples in misc. colors,1
OFF-AR-10003251,Consumer,Office Supplies,Art,Prang Drawing Pencil Set,1
OFF-AR-10003752,Consumer,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,1
OFF-AR-10003770,Home Office,Office Supplies,Art,Newell 340,1
OFF-AR-10003986,Consumer,Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,1
OFF-AR-10004260,Consumer,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,1
OFF-BI-10000822,Consumer,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1
OFF-BI-10001071,Home Office,Office Supplies,Binders,GBC ProClick Punch Binding System,1
OFF-BI-10001249,Consumer,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,1
OFF-BI-10001308,Home Office,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,1
OFF-BI-10001628,Home Office,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1
OFF-BI-10002072,Consumer,Office Supplies,Binders,Cardinal Slant-D Ring Binders,1
OFF-BI-10002437,Consumer,Office Supplies,Binders,Recycled Premium Regency Composition Covers,1
OFF-BI-10003350,Consumer,Office Supplies,Binders,Acco Expandable Hanging Binders,1
OFF-BI-10003925,Corporate,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,1
OFF-BI-10004876,Consumer,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,1
OFF-EN-10000461,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",1
OFF-EN-10002500,Home Office,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,1
OFF-EN-10003296,Corporate,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,1
OFF-EN-10003845,Corporate,Office Supplies,Envelopes,Colored Envelopes,1
OFF-FA-10000611,Corporate,Office Supplies,Fasteners,Binder Clips by OIC,1
OFF-LA-10001045,Consumer,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,1
OFF-LA-10002368,Consumer,Office Supplies,Labels,Avery 479,1
OFF-LA-10002787,Consumer,Office Supplies,Labels,Avery 480,1
OFF-LA-10003190,Home Office,Office Supplies,Labels,Avery 474,1
OFF-LA-10003388,Consumer,Office Supplies,Labels,Avery 5,1
OFF-PA-10000100,Consumer,Office Supplies,Paper,Xerox 1945,1
OFF-PA-10000174,Home Office,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",1
OFF-PA-10000349,Consumer,Office Supplies,Paper,Easy-staple paper,1
OFF-PA-10000675,Corporate,Office Supplies,Paper,Xerox 1919,1
OFF-PA-10000919,Corporate,Office Supplies,Paper,Xerox 1918,1
OFF-PA-10001569,Consumer,Office Supplies,Paper,Xerox 232,1
OFF-PA-10001763,Corporate,Office Supplies,Paper,Xerox 1896,1
OFF-PA-10001878,Consumer,Office Supplies,Paper,Xerox 1891,1
OFF-PA-10001977,Consumer,Office Supplies,Paper,Xerox 194,1
OFF-PA-10002120,Home Office,Office Supplies,Paper,Xerox 1889,1
OFF-PA-10002666,Corporate,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,1
OFF-PA-10003001,Consumer,Office Supplies,Paper,Xerox 1986,1
OFF-PA-10003790,Corporate,Office Supplies,Paper,Xerox 1991,1
OFF-PA-10004100,Consumer,Office Supplies,Paper,Xerox 216,1
OFF-ST-10000352,Consumer,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,1
OFF-ST-10000563,Consumer,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,1
OFF-ST-10000617,Consumer,Office Supplies,Storage,Woodgrain Magazine Files by Perma,1
OFF-ST-10000636,Home Office,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,1
OFF-ST-10000642,Consumer,Office Supplies,Storage,"Tennsco Lockers, Gray",1
OFF-ST-10001228,Consumer,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,1
OFF-ST-10001272,Corporate,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",1
OFF-ST-10001469,Consumer,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,1
OFF-ST-10001526,Corporate,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,1
OFF-ST-10001932,Corporate,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,1
OFF-ST-10002554,Consumer,Office Supplies,Storage,Tennsco Industrial Shelving,1
OFF-ST-10003282,Corporate,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1
OFF-ST-10003327,Consumer,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,1
OFF-SU-10003936,Consumer,Office Supplies,Supplies,Acme Serrated Blade Letter Opener,1
OFF-SU-10004884,Consumer,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,1
TEC-AC-10000736,Home Office,Technology,Accessories,Logitech G600 MMO Gaming Mouse,1
TEC-AC-10001432,Consumer,Technology,Accessories,Enermax Aurora Lite Keyboard,1
TEC-AC-10002006,Consumer,Technology,Accessories,Memorex Micro Travel Drive 16 GB,1
TEC-AC-10002134,Consumer,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,1
TEC-AC-10002399,Consumer,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,1
TEC-AC-10003399,Consumer,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,1
TEC-AC-10003499,Consumer,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,1
TEC-AC-10004171,Corporate,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,1
TEC-AC-10004518,Corporate,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,1
TEC-AC-10004859,Consumer,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",1
TEC-CO-10003236,Consumer,Technology,Copiers,Canon Image Class D660 Copier,1
TEC-CO-10004202,Home Office,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1
TEC-MA-10000112,Corporate,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,1
TEC-MA-10001047,Corporate,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",1
TEC-MA-10002927,Home Office,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,1
TEC-MA-10002930,Consumer,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,1
TEC-PH-10000004,Corporate,Technology,Phones,Belkin iPhone and iPad Lightning Cable,1
TEC-PH-10001336,Corporate,Technology,Phones,Digium D40 VoIP phone,1
TEC-PH-10001750,Home Office,Technology,Phones,Samsung Rugby III,1
TEC-PH-10002789,Home Office,Technology,Phones,LG Exalt,1
TEC-PH-10003988,Corporate,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",1
TEC-PH-10004434,Consumer,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,1
TEC-PH-10004912,Consumer,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,1
TEC-PH-10004922,Consumer,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,1
FUR-BO-10001337,Home Office,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,1
FUR-BO-10002824,Consumer,Furniture,Bookcases,Bush Mission Pointe Library,1
FUR-BO-10004015,Consumer,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",1
FUR-CH-10004218,Consumer,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",1
FUR-FU-10000023,Corporate,Furniture,Furnishings,Eldon Wave Desk Accessories,1
FUR-FU-10000320,Consumer,Furniture,Furnishings,OIC Stacking Trays,1
FUR-FU-10001424,Home Office,Furniture,Furnishings,Dax Clear Box Frame,1
FUR-FU-10001861,Consumer,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",1
FUR-FU-10001934,Corporate,Furniture,Furnishings,Magnifier Swing Arm Lamp,1
FUR-FU-10002554,Consumer,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",1
FUR-FU-10003464,Home Office,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",1
FUR-FU-10003553,Consumer,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",1
FUR-FU-10004665,Consumer,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",1
FUR-TA-10001039,Home Office,Furniture,Tables,KI Adjustable-Height Table,1
FUR-TA-10002041,Consumer,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1
OFF-AP-10000275,Corporate,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1
OFF-AP-10000390,Consumer,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,1
OFF-AP-10000692,Consumer,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,1
OFF-AP-10001058,Consumer,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,1
OFF-AP-10001962,Home Office,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,1
OFF-AP-10002403,Consumer,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,1
OFF-AP-10002578,Consumer,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",1
OFF-AP-10003287,Consumer,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,1
OFF-AP-10004249,Consumer,Office Supplies,Appliances,Staple holder,1
OFF-AP-10004868,Home Office,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,1
OFF-AR-10000369,Corporate,Office Supplies,Art,Design Ebony Sketching Pencil,1
OFF-AR-10000390,Consumer,Office Supplies,Art,Newell Chalk Holder,1
OFF-AR-10000658,Corporate,Office Supplies,Art,Newell 324,1
OFF-AR-10001177,Consumer,Office Supplies,Art,Newell 349,1
OFF-AR-10001545,Home Office,Office Supplies,Art,Newell 326,1
OFF-AR-10001615,Consumer,Office Supplies,Art,Newell 34,1
OFF-AR-10001725,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,1
OFF-AR-10001953,Corporate,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1
OFF-AR-10002053,Corporate,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",1
OFF-AR-10002135,Corporate,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1
OFF-AR-10002671,Corporate,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1
OFF-AR-10003405,Consumer,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",1
OFF-AR-10003856,Consumer,Office Supplies,Art,Newell 344,1
OFF-AR-10004010,Consumer,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,1
OFF-AR-10004956,Home Office,Office Supplies,Art,Newell 33,1
OFF-BI-10000050,Consumer,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",1
OFF-BI-10000069,Consumer,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",1
OFF-BI-10000279,Corporate,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",1
OFF-BI-10000494,Home Office,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,1
OFF-BI-10000545,Corporate,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1
OFF-BI-10000773,Corporate,Office Supplies,Binders,Insertable Tab Post Binder Dividers,1
OFF-BI-10001097,Corporate,Office Supplies,Binders,Avery Hole Reinforcements,1
OFF-BI-10001267,Home Office,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1
OFF-BI-10001294,Corporate,Office Supplies,Binders,Fellowes Binding Cases,1
OFF-BI-10001787,Corporate,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,1
OFF-BI-10001989,Consumer,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,1
OFF-BI-10002003,Consumer,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,1
OFF-BI-10002082,Corporate,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,1
OFF-BI-10002393,Corporate,Office Supplies,Binders,Binder Posts,1
OFF-BI-10003476,Home Office,Office Supplies,Binders,Avery Metallic Poly Binders,1
OFF-BI-10004187,Corporate,Office Supplies,Binders,3-ring staple pack,1
OFF-BI-10004716,Corporate,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,1
OFF-EN-10001028,Corporate,Office Supplies,Envelopes,Staple envelope,1
OFF-EN-10003134,Corporate,Office Supplies,Envelopes,Staple envelope,1
OFF-EN-10003798,Consumer,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",1
OFF-EN-10003862,Corporate,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,1
OFF-EN-10004147,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,1
OFF-FA-10004968,Consumer,Office Supplies,Fasteners,Rubber Band Ball,1
OFF-LA-10000121,Consumer,Office Supplies,Labels,Avery 48,1
OFF-LA-10001982,Home Office,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,1
OFF-LA-10004409,Consumer,Office Supplies,Labels,Avery 492,1
OFF-PA-10000167,Home Office,Office Supplies,Paper,Xerox 1925,1
OFF-PA-10000176,Consumer,Office Supplies,Paper,Xerox 1887,1
OFF-PA-10000673,Corporate,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",1
OFF-PA-10001204,Consumer,Office Supplies,Paper,Xerox 1972,1
OFF-PA-10001639,Corporate,Office Supplies,Paper,Xerox 203,1
OFF-PA-10001972,Corporate,Office Supplies,Paper,Xerox 214,1
OFF-PA-10002245,Consumer,Office Supplies,Paper,Xerox 1895,1
OFF-PA-10002259,Consumer,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",1
OFF-PA-10003039,Consumer,Office Supplies,Paper,Xerox 1960,1
OFF-PA-10003349,Consumer,Office Supplies,Paper,Xerox 1957,1
OFF-PA-10003673,Corporate,Office Supplies,Paper,Strathmore Photo Mount Cards,1
OFF-PA-10004041,Corporate,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",1
OFF-PA-10004610,Home Office,Office Supplies,Paper,Xerox 1900,1
OFF-PA-10004665,Corporate,Office Supplies,Paper,Advantus Motivational Note Cards,1
OFF-PA-10004733,Consumer,Office Supplies,Paper,Things To Do Today Spiral Book,1
OFF-ST-10000025,Consumer,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,1
OFF-ST-10000142,Corporate,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1
OFF-ST-10000675,Consumer,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",1
OFF-ST-10000689,Corporate,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1
OFF-ST-10000885,Consumer,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,1
OFF-ST-10001505,Consumer,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",1
OFF-ST-10002011,Consumer,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1
OFF-ST-10002444,Consumer,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,1
OFF-ST-10004180,Corporate,Office Supplies,Storage,Safco Commercial Shelving,1
OFF-ST-10004337,Corporate,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",1
OFF-SU-10000946,Consumer,Office Supplies,Supplies,Staple remover,1
OFF-SU-10001165,Consumer,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,1
OFF-SU-10001574,Home Office,Office Supplies,Supplies,Acme Value Line Scissors,1
OFF-SU-10004661,Consumer,Office Supplies,Supplies,Acme Titanium Bonded Scissors,1
TEC-AC-10000057,Corporate,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,1
TEC-AC-10000474,Consumer,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,1
TEC-AC-10000927,Consumer,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,1
TEC-AC-10001101,Corporate,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,1
TEC-AC-10001542,Consumer,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,1
TEC-AC-10002567,Consumer,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,1
TEC-AC-10002647,Consumer,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",1
TEC-AC-10003198,Home Office,Technology,Accessories,Enermax Acrylux Wireless Keyboard,1
TEC-AC-10004761,Consumer,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,1
TEC-AC-10004814,Consumer,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,1
TEC-CO-10000971,Consumer,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,1
TEC-CO-10001571,Corporate,Technology,Copiers,Sharp 1540cs Digital Laser Copier,1
TEC-CO-10004722,Consumer,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,1
TEC-MA-10000904,Corporate,Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",1
TEC-MA-10002412,Home Office,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,1
TEC-MA-10002694,Consumer,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,1
TEC-MA-10002790,Corporate,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,1
TEC-MA-10003329,Consumer,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",1
TEC-MA-10004521,Consumer,Technology,Machines,Epson Perfection V600 Photo Scanner,1
TEC-PH-10000369,Consumer,Technology,Phones,HTC One Mini,1
TEC-PH-10000560,Consumer,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1
TEC-PH-10000675,Consumer,Technology,Phones,Panasonic KX TS3282B Corded phone,1
TEC-PH-10001051,Corporate,Technology,Phones,HTC One,1
TEC-PH-10001809,Corporate,Technology,Phones,Panasonic KX T7736-B Digital phone,1
TEC-PH-10001949,Consumer,Technology,Phones,Cisco SPA 501G IP Phone,1
TEC-PH-10002817,Consumer,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,1
TEC-PH-10002824,Corporate,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,1
TEC-PH-10003171,Consumer,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,1
TEC-PH-10003437,Consumer,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1
TEC-PH-10003655,Consumer,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,1
TEC-PH-10004120,Consumer,Technology,Phones,AT&T 1080 Phone,1
TEC-PH-10004188,Consumer,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,1
TEC-PH-10004447,Consumer,Technology,Phones,Toshiba IPT2010-SD IP Telephone,1
TEC-PH-10004531,Corporate,Technology,Phones,AT&T CL2909,1
TEC-PH-10004614,Consumer,Technology,Phones,AT&T 841000 Phone,1
TEC-PH-10004833,Corporate,Technology,Phones,Macally Suction Cup Mount,1
FUR-BO-10001519,Home Office,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1
FUR-BO-10001972,Consumer,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1
FUR-BO-10004709,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1
FUR-CH-10000225,Corporate,Furniture,Chairs,"Global Geo Office Task Chair, Gray",1
FUR-CH-10000785,Corporate,Furniture,Chairs,Global Ergonomic Managers Chair,1
FUR-CH-10001802,Consumer,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,1
FUR-CH-10001854,Consumer,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1
FUR-FU-10000193,Consumer,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,1
FUR-FU-10000448,Consumer,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,1
FUR-FU-10003849,Consumer,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",1
FUR-TA-10000849,Consumer,Furniture,Tables,Bevis Rectangular Conference Tables,1
FUR-TA-10002622,Corporate,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",1
OFF-AP-10000055,Corporate,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,1
OFF-AP-10002457,Home Office,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1
OFF-AP-10003057,Consumer,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1
OFF-AP-10004487,Consumer,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,1
OFF-AP-10004532,Consumer,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,1
OFF-AP-10004859,Consumer,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,1
OFF-AR-10001547,Consumer,Office Supplies,Art,Newell 311,1
OFF-AR-10002766,Corporate,Office Supplies,Art,Prang Drawing Pencil Set,1
OFF-AR-10002818,Home Office,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,1
OFF-AR-10002987,Consumer,Office Supplies,Art,Prismacolor Color Pencil Set,1
OFF-AR-10003183,Corporate,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,1
OFF-AR-10003477,Corporate,Office Supplies,Art,4009 Highlighters,1
OFF-AR-10004165,Corporate,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",1
OFF-AR-10004930,Corporate,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,1
OFF-BI-10000216,Corporate,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",1
OFF-BI-10000546,Home Office,Office Supplies,Binders,Avery Durable Binders,1
OFF-BI-10000831,Consumer,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,1
OFF-BI-10000977,Consumer,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,1
